xname yname prname i.fold nfolds nrepeats i.fold.inn nfolds.inn nrepeats.inn
5854 go.vals surv.grps predictorKendallSVM 5 5 10 1 5 1
5855 path.genes.vals surv.grps predictorKendallSVM 5 5 10 1 5 1
5856 other.genes.vals surv.grps predictorKendallSVM 5 5 10 1 5 1
5857 path.vals surv.grps predictorKendallSVM 5 5 10 1 5 1
5858 eff.and.other.genes.vals surv.grps predictorKendallSVM 5 5 10 1 5 1
5859 path.and.other.genes.vals surv.grps predictorKendallSVM 5 5 10 1 5 1
5860 eff.vals surv.grps predictorKNN 5 5 10 1 5 1
5861 fun.vals surv.grps predictorKNN 5 5 10 1 5 1
5862 genes.vals surv.grps predictorKNN 5 5 10 1 5 1
5863 go.vals surv.grps predictorKNN 5 5 10 1 5 1
5864 path.genes.vals surv.grps predictorKNN 5 5 10 1 5 1
5865 other.genes.vals surv.grps predictorKNN 5 5 10 1 5 1
5866 path.vals surv.grps predictorKNN 5 5 10 1 5 1
5867 eff.and.other.genes.vals surv.grps predictorKNN 5 5 10 1 5 1
5868 path.and.other.genes.vals surv.grps predictorKNN 5 5 10 1 5 1
5869 eff.vals surv.grps predictorLDA 5 5 10 1 5 1
5870 fun.vals surv.grps predictorLDA 5 5 10 1 5 1
5871 genes.vals surv.grps predictorLDA 5 5 10 1 5 1
5872 go.vals surv.grps predictorLDA 5 5 10 1 5 1
5873 path.genes.vals surv.grps predictorLDA 5 5 10 1 5 1
5874 other.genes.vals surv.grps predictorLDA 5 5 10 1 5 1
5875 path.vals surv.grps predictorLDA 5 5 10 1 5 1
5876 eff.and.other.genes.vals surv.grps predictorLDA 5 5 10 1 5 1
5877 path.and.other.genes.vals surv.grps predictorLDA 5 5 10 1 5 1
5878 eff.vals surv.grps predictorLinearSVM 5 5 10 1 5 1
5879 fun.vals surv.grps predictorLinearSVM 5 5 10 1 5 1
5880 genes.vals surv.grps predictorLinearSVM 5 5 10 1 5 1
5881 go.vals surv.grps predictorLinearSVM 5 5 10 1 5 1
5882 path.genes.vals surv.grps predictorLinearSVM 5 5 10 1 5 1
5883 other.genes.vals surv.grps predictorLinearSVM 5 5 10 1 5 1
5884 path.vals surv.grps predictorLinearSVM 5 5 10 1 5 1
5885 eff.and.other.genes.vals surv.grps predictorLinearSVM 5 5 10 1 5 1
5886 path.and.other.genes.vals surv.grps predictorLinearSVM 5 5 10 1 5 1
5887 eff.vals surv.grps predictorLogitLasso 5 5 10 1 5 1
5888 fun.vals surv.grps predictorLogitLasso 5 5 10 1 5 1
5889 genes.vals surv.grps predictorLogitLasso 5 5 10 1 5 1
5890 go.vals surv.grps predictorLogitLasso 5 5 10 1 5 1
5891 path.genes.vals surv.grps predictorLogitLasso 5 5 10 1 5 1
5892 other.genes.vals surv.grps predictorLogitLasso 5 5 10 1 5 1
5893 path.vals surv.grps predictorLogitLasso 5 5 10 1 5 1
5894 eff.and.other.genes.vals surv.grps predictorLogitLasso 5 5 10 1 5 1
5895 path.and.other.genes.vals surv.grps predictorLogitLasso 5 5 10 1 5 1
5896 eff.vals surv.grps predictorNB 5 5 10 1 5 1
5897 fun.vals surv.grps predictorNB 5 5 10 1 5 1
5898 genes.vals surv.grps predictorNB 5 5 10 1 5 1
5899 go.vals surv.grps predictorNB 5 5 10 1 5 1
5900 path.genes.vals surv.grps predictorNB 5 5 10 1 5 1
5901 other.genes.vals surv.grps predictorNB 5 5 10 1 5 1
5902 path.vals surv.grps predictorNB 5 5 10 1 5 1
5903 eff.and.other.genes.vals surv.grps predictorNB 5 5 10 1 5 1
5904 path.and.other.genes.vals surv.grps predictorNB 5 5 10 1 5 1
5905 eff.vals surv.grps predictorPAM 5 5 10 1 5 1
5906 fun.vals surv.grps predictorPAM 5 5 10 1 5 1
5907 genes.vals surv.grps predictorPAM 5 5 10 1 5 1
5908 go.vals surv.grps predictorPAM 5 5 10 1 5 1
5909 path.genes.vals surv.grps predictorPAM 5 5 10 1 5 1
5910 other.genes.vals surv.grps predictorPAM 5 5 10 1 5 1
5911 path.vals surv.grps predictorPAM 5 5 10 1 5 1
5912 eff.and.other.genes.vals surv.grps predictorPAM 5 5 10 1 5 1
5913 path.and.other.genes.vals surv.grps predictorPAM 5 5 10 1 5 1
5914 eff.vals surv.grps predictorRadialSVM 5 5 10 1 5 1
5915 fun.vals surv.grps predictorRadialSVM 5 5 10 1 5 1
5916 genes.vals surv.grps predictorRadialSVM 5 5 10 1 5 1
5917 go.vals surv.grps predictorRadialSVM 5 5 10 1 5 1
5918 path.genes.vals surv.grps predictorRadialSVM 5 5 10 1 5 1
5919 other.genes.vals surv.grps predictorRadialSVM 5 5 10 1 5 1
5920 path.vals surv.grps predictorRadialSVM 5 5 10 1 5 1
5921 eff.and.other.genes.vals surv.grps predictorRadialSVM 5 5 10 1 5 1
5922 path.and.other.genes.vals surv.grps predictorRadialSVM 5 5 10 1 5 1
5923 eff.vals surv.grps predictorRF 5 5 10 1 5 1
5924 fun.vals surv.grps predictorRF 5 5 10 1 5 1
5925 genes.vals surv.grps predictorRF 5 5 10 1 5 1
5926 go.vals surv.grps predictorRF 5 5 10 1 5 1
5927 path.genes.vals surv.grps predictorRF 5 5 10 1 5 1
5928 other.genes.vals surv.grps predictorRF 5 5 10 1 5 1
5929 path.vals surv.grps predictorRF 5 5 10 1 5 1
5930 eff.and.other.genes.vals surv.grps predictorRF 5 5 10 1 5 1
5931 path.and.other.genes.vals surv.grps predictorRF 5 5 10 1 5 1
5932 eff.vals surv.grps predictorSparseSVM 5 5 10 1 5 1
5933 fun.vals surv.grps predictorSparseSVM 5 5 10 1 5 1
5934 genes.vals surv.grps predictorSparseSVM 5 5 10 1 5 1
5935 go.vals surv.grps predictorSparseSVM 5 5 10 1 5 1
5936 path.genes.vals surv.grps predictorSparseSVM 5 5 10 1 5 1
5937 other.genes.vals surv.grps predictorSparseSVM 5 5 10 1 5 1
5938 path.vals surv.grps predictorSparseSVM 5 5 10 1 5 1
5939 eff.and.other.genes.vals surv.grps predictorSparseSVM 5 5 10 1 5 1
5940 path.and.other.genes.vals surv.grps predictorSparseSVM 5 5 10 1 5 1
5941 eff.vals surv.grps predictorConstant 6 5 10 1 5 1
5942 fun.vals surv.grps predictorConstant 6 5 10 1 5 1
5943 genes.vals surv.grps predictorConstant 6 5 10 1 5 1
5944 go.vals surv.grps predictorConstant 6 5 10 1 5 1
5945 path.genes.vals surv.grps predictorConstant 6 5 10 1 5 1
5946 other.genes.vals surv.grps predictorConstant 6 5 10 1 5 1
5947 path.vals surv.grps predictorConstant 6 5 10 1 5 1
5948 eff.and.other.genes.vals surv.grps predictorConstant 6 5 10 1 5 1
5949 path.and.other.genes.vals surv.grps predictorConstant 6 5 10 1 5 1
5950 eff.vals surv.grps predictorGBM 6 5 10 1 5 1
5951 fun.vals surv.grps predictorGBM 6 5 10 1 5 1
5952 genes.vals surv.grps predictorGBM 6 5 10 1 5 1
5953 go.vals surv.grps predictorGBM 6 5 10 1 5 1
5954 path.genes.vals surv.grps predictorGBM 6 5 10 1 5 1
5955 other.genes.vals surv.grps predictorGBM 6 5 10 1 5 1
5956 path.vals surv.grps predictorGBM 6 5 10 1 5 1
5957 eff.and.other.genes.vals surv.grps predictorGBM 6 5 10 1 5 1
5958 path.and.other.genes.vals surv.grps predictorGBM 6 5 10 1 5 1
5959 eff.vals surv.grps predictorKendallSVM 6 5 10 1 5 1
5960 fun.vals surv.grps predictorKendallSVM 6 5 10 1 5 1
5961 genes.vals surv.grps predictorKendallSVM 6 5 10 1 5 1
5962 go.vals surv.grps predictorKendallSVM 6 5 10 1 5 1
5963 path.genes.vals surv.grps predictorKendallSVM 6 5 10 1 5 1
5964 other.genes.vals surv.grps predictorKendallSVM 6 5 10 1 5 1
5965 path.vals surv.grps predictorKendallSVM 6 5 10 1 5 1
5966 eff.and.other.genes.vals surv.grps predictorKendallSVM 6 5 10 1 5 1
5967 path.and.other.genes.vals surv.grps predictorKendallSVM 6 5 10 1 5 1
5968 eff.vals surv.grps predictorKNN 6 5 10 1 5 1
5969 fun.vals surv.grps predictorKNN 6 5 10 1 5 1
5970 genes.vals surv.grps predictorKNN 6 5 10 1 5 1
5971 go.vals surv.grps predictorKNN 6 5 10 1 5 1
5972 path.genes.vals surv.grps predictorKNN 6 5 10 1 5 1
5973 other.genes.vals surv.grps predictorKNN 6 5 10 1 5 1
5974 path.vals surv.grps predictorKNN 6 5 10 1 5 1
5975 eff.and.other.genes.vals surv.grps predictorKNN 6 5 10 1 5 1
5976 path.and.other.genes.vals surv.grps predictorKNN 6 5 10 1 5 1
5977 eff.vals surv.grps predictorLDA 6 5 10 1 5 1
5978 fun.vals surv.grps predictorLDA 6 5 10 1 5 1
5979 genes.vals surv.grps predictorLDA 6 5 10 1 5 1
5980 go.vals surv.grps predictorLDA 6 5 10 1 5 1
5981 path.genes.vals surv.grps predictorLDA 6 5 10 1 5 1
5982 other.genes.vals surv.grps predictorLDA 6 5 10 1 5 1
5983 path.vals surv.grps predictorLDA 6 5 10 1 5 1
5984 eff.and.other.genes.vals surv.grps predictorLDA 6 5 10 1 5 1
5985 path.and.other.genes.vals surv.grps predictorLDA 6 5 10 1 5 1
5986 eff.vals surv.grps predictorLinearSVM 6 5 10 1 5 1
5987 fun.vals surv.grps predictorLinearSVM 6 5 10 1 5 1
5988 genes.vals surv.grps predictorLinearSVM 6 5 10 1 5 1
5989 go.vals surv.grps predictorLinearSVM 6 5 10 1 5 1
5990 path.genes.vals surv.grps predictorLinearSVM 6 5 10 1 5 1
5991 other.genes.vals surv.grps predictorLinearSVM 6 5 10 1 5 1
5992 path.vals surv.grps predictorLinearSVM 6 5 10 1 5 1
5993 eff.and.other.genes.vals surv.grps predictorLinearSVM 6 5 10 1 5 1
5994 path.and.other.genes.vals surv.grps predictorLinearSVM 6 5 10 1 5 1
5995 eff.vals surv.grps predictorLogitLasso 6 5 10 1 5 1
5996 fun.vals surv.grps predictorLogitLasso 6 5 10 1 5 1
5997 genes.vals surv.grps predictorLogitLasso 6 5 10 1 5 1
5998 go.vals surv.grps predictorLogitLasso 6 5 10 1 5 1
5999 path.genes.vals surv.grps predictorLogitLasso 6 5 10 1 5 1
6000 other.genes.vals surv.grps predictorLogitLasso 6 5 10 1 5 1
6001 path.vals surv.grps predictorLogitLasso 6 5 10 1 5 1
6002 eff.and.other.genes.vals surv.grps predictorLogitLasso 6 5 10 1 5 1
6003 path.and.other.genes.vals surv.grps predictorLogitLasso 6 5 10 1 5 1
6004 eff.vals surv.grps predictorNB 6 5 10 1 5 1
6005 fun.vals surv.grps predictorNB 6 5 10 1 5 1
6006 genes.vals surv.grps predictorNB 6 5 10 1 5 1
6007 go.vals surv.grps predictorNB 6 5 10 1 5 1
6008 path.genes.vals surv.grps predictorNB 6 5 10 1 5 1
6009 other.genes.vals surv.grps predictorNB 6 5 10 1 5 1
6010 path.vals surv.grps predictorNB 6 5 10 1 5 1
6011 eff.and.other.genes.vals surv.grps predictorNB 6 5 10 1 5 1
6012 path.and.other.genes.vals surv.grps predictorNB 6 5 10 1 5 1
6013 eff.vals surv.grps predictorPAM 6 5 10 1 5 1
6014 fun.vals surv.grps predictorPAM 6 5 10 1 5 1
6015 genes.vals surv.grps predictorPAM 6 5 10 1 5 1
6016 go.vals surv.grps predictorPAM 6 5 10 1 5 1
6017 path.genes.vals surv.grps predictorPAM 6 5 10 1 5 1
6018 other.genes.vals surv.grps predictorPAM 6 5 10 1 5 1
6019 path.vals surv.grps predictorPAM 6 5 10 1 5 1
6020 eff.and.other.genes.vals surv.grps predictorPAM 6 5 10 1 5 1
6021 path.and.other.genes.vals surv.grps predictorPAM 6 5 10 1 5 1
6022 eff.vals surv.grps predictorRadialSVM 6 5 10 1 5 1
6023 fun.vals surv.grps predictorRadialSVM 6 5 10 1 5 1
6024 genes.vals surv.grps predictorRadialSVM 6 5 10 1 5 1
6025 go.vals surv.grps predictorRadialSVM 6 5 10 1 5 1
6026 path.genes.vals surv.grps predictorRadialSVM 6 5 10 1 5 1
6027 other.genes.vals surv.grps predictorRadialSVM 6 5 10 1 5 1
6028 path.vals surv.grps predictorRadialSVM 6 5 10 1 5 1
6029 eff.and.other.genes.vals surv.grps predictorRadialSVM 6 5 10 1 5 1
6030 path.and.other.genes.vals surv.grps predictorRadialSVM 6 5 10 1 5 1
6031 eff.vals surv.grps predictorRF 6 5 10 1 5 1
6032 fun.vals surv.grps predictorRF 6 5 10 1 5 1
6033 genes.vals surv.grps predictorRF 6 5 10 1 5 1
6034 go.vals surv.grps predictorRF 6 5 10 1 5 1
6035 path.genes.vals surv.grps predictorRF 6 5 10 1 5 1
6036 other.genes.vals surv.grps predictorRF 6 5 10 1 5 1
6037 path.vals surv.grps predictorRF 6 5 10 1 5 1
6038 eff.and.other.genes.vals surv.grps predictorRF 6 5 10 1 5 1
6039 path.and.other.genes.vals surv.grps predictorRF 6 5 10 1 5 1
6040 eff.vals surv.grps predictorSparseSVM 6 5 10 1 5 1
6041 fun.vals surv.grps predictorSparseSVM 6 5 10 1 5 1
6042 genes.vals surv.grps predictorSparseSVM 6 5 10 1 5 1
6043 go.vals surv.grps predictorSparseSVM 6 5 10 1 5 1
6044 path.genes.vals surv.grps predictorSparseSVM 6 5 10 1 5 1
6045 other.genes.vals surv.grps predictorSparseSVM 6 5 10 1 5 1
6046 path.vals surv.grps predictorSparseSVM 6 5 10 1 5 1
6047 eff.and.other.genes.vals surv.grps predictorSparseSVM 6 5 10 1 5 1
6048 path.and.other.genes.vals surv.grps predictorSparseSVM 6 5 10 1 5 1
6049 eff.vals surv.grps predictorConstant 7 5 10 1 5 1
6050 fun.vals surv.grps predictorConstant 7 5 10 1 5 1
6051 genes.vals surv.grps predictorConstant 7 5 10 1 5 1
6052 go.vals surv.grps predictorConstant 7 5 10 1 5 1
6053 path.genes.vals surv.grps predictorConstant 7 5 10 1 5 1
6054 other.genes.vals surv.grps predictorConstant 7 5 10 1 5 1
6055 path.vals surv.grps predictorConstant 7 5 10 1 5 1
6056 eff.and.other.genes.vals surv.grps predictorConstant 7 5 10 1 5 1
6057 path.and.other.genes.vals surv.grps predictorConstant 7 5 10 1 5 1
6058 eff.vals surv.grps predictorGBM 7 5 10 1 5 1
6059 fun.vals surv.grps predictorGBM 7 5 10 1 5 1
6060 genes.vals surv.grps predictorGBM 7 5 10 1 5 1
6061 go.vals surv.grps predictorGBM 7 5 10 1 5 1
6062 path.genes.vals surv.grps predictorGBM 7 5 10 1 5 1
6063 other.genes.vals surv.grps predictorGBM 7 5 10 1 5 1
6064 path.vals surv.grps predictorGBM 7 5 10 1 5 1
6065 eff.and.other.genes.vals surv.grps predictorGBM 7 5 10 1 5 1
6066 path.and.other.genes.vals surv.grps predictorGBM 7 5 10 1 5 1
6067 eff.vals surv.grps predictorKendallSVM 7 5 10 1 5 1
6068 fun.vals surv.grps predictorKendallSVM 7 5 10 1 5 1
6069 genes.vals surv.grps predictorKendallSVM 7 5 10 1 5 1
6070 go.vals surv.grps predictorKendallSVM 7 5 10 1 5 1
6071 path.genes.vals surv.grps predictorKendallSVM 7 5 10 1 5 1
6072 other.genes.vals surv.grps predictorKendallSVM 7 5 10 1 5 1
6073 path.vals surv.grps predictorKendallSVM 7 5 10 1 5 1
6074 eff.and.other.genes.vals surv.grps predictorKendallSVM 7 5 10 1 5 1
6075 path.and.other.genes.vals surv.grps predictorKendallSVM 7 5 10 1 5 1
6076 eff.vals surv.grps predictorKNN 7 5 10 1 5 1
6077 fun.vals surv.grps predictorKNN 7 5 10 1 5 1
6078 genes.vals surv.grps predictorKNN 7 5 10 1 5 1
6079 go.vals surv.grps predictorKNN 7 5 10 1 5 1
6080 path.genes.vals surv.grps predictorKNN 7 5 10 1 5 1
6081 other.genes.vals surv.grps predictorKNN 7 5 10 1 5 1
6082 path.vals surv.grps predictorKNN 7 5 10 1 5 1
6083 eff.and.other.genes.vals surv.grps predictorKNN 7 5 10 1 5 1
6084 path.and.other.genes.vals surv.grps predictorKNN 7 5 10 1 5 1
6085 eff.vals surv.grps predictorLDA 7 5 10 1 5 1
6086 fun.vals surv.grps predictorLDA 7 5 10 1 5 1
6087 genes.vals surv.grps predictorLDA 7 5 10 1 5 1
6088 go.vals surv.grps predictorLDA 7 5 10 1 5 1
6089 path.genes.vals surv.grps predictorLDA 7 5 10 1 5 1
6090 other.genes.vals surv.grps predictorLDA 7 5 10 1 5 1
6091 path.vals surv.grps predictorLDA 7 5 10 1 5 1
6092 eff.and.other.genes.vals surv.grps predictorLDA 7 5 10 1 5 1
6093 path.and.other.genes.vals surv.grps predictorLDA 7 5 10 1 5 1
6094 eff.vals surv.grps predictorLinearSVM 7 5 10 1 5 1
6095 fun.vals surv.grps predictorLinearSVM 7 5 10 1 5 1
6096 genes.vals surv.grps predictorLinearSVM 7 5 10 1 5 1
6097 go.vals surv.grps predictorLinearSVM 7 5 10 1 5 1
6098 path.genes.vals surv.grps predictorLinearSVM 7 5 10 1 5 1
6099 other.genes.vals surv.grps predictorLinearSVM 7 5 10 1 5 1
6100 path.vals surv.grps predictorLinearSVM 7 5 10 1 5 1
6101 eff.and.other.genes.vals surv.grps predictorLinearSVM 7 5 10 1 5 1
6102 path.and.other.genes.vals surv.grps predictorLinearSVM 7 5 10 1 5 1
6103 eff.vals surv.grps predictorLogitLasso 7 5 10 1 5 1
6104 fun.vals surv.grps predictorLogitLasso 7 5 10 1 5 1
6105 genes.vals surv.grps predictorLogitLasso 7 5 10 1 5 1
6106 go.vals surv.grps predictorLogitLasso 7 5 10 1 5 1
6107 path.genes.vals surv.grps predictorLogitLasso 7 5 10 1 5 1
6108 other.genes.vals surv.grps predictorLogitLasso 7 5 10 1 5 1
6109 path.vals surv.grps predictorLogitLasso 7 5 10 1 5 1
6110 eff.and.other.genes.vals surv.grps predictorLogitLasso 7 5 10 1 5 1
6111 path.and.other.genes.vals surv.grps predictorLogitLasso 7 5 10 1 5 1
6112 eff.vals surv.grps predictorNB 7 5 10 1 5 1
6113 fun.vals surv.grps predictorNB 7 5 10 1 5 1
6114 genes.vals surv.grps predictorNB 7 5 10 1 5 1
6115 go.vals surv.grps predictorNB 7 5 10 1 5 1
6116 path.genes.vals surv.grps predictorNB 7 5 10 1 5 1
6117 other.genes.vals surv.grps predictorNB 7 5 10 1 5 1
6118 path.vals surv.grps predictorNB 7 5 10 1 5 1
6119 eff.and.other.genes.vals surv.grps predictorNB 7 5 10 1 5 1
6120 path.and.other.genes.vals surv.grps predictorNB 7 5 10 1 5 1
6121 eff.vals surv.grps predictorPAM 7 5 10 1 5 1
6122 fun.vals surv.grps predictorPAM 7 5 10 1 5 1
6123 genes.vals surv.grps predictorPAM 7 5 10 1 5 1
6124 go.vals surv.grps predictorPAM 7 5 10 1 5 1
6125 path.genes.vals surv.grps predictorPAM 7 5 10 1 5 1
6126 other.genes.vals surv.grps predictorPAM 7 5 10 1 5 1
6127 path.vals surv.grps predictorPAM 7 5 10 1 5 1
6128 eff.and.other.genes.vals surv.grps predictorPAM 7 5 10 1 5 1
6129 path.and.other.genes.vals surv.grps predictorPAM 7 5 10 1 5 1
6130 eff.vals surv.grps predictorRadialSVM 7 5 10 1 5 1
6131 fun.vals surv.grps predictorRadialSVM 7 5 10 1 5 1
6132 genes.vals surv.grps predictorRadialSVM 7 5 10 1 5 1
6133 go.vals surv.grps predictorRadialSVM 7 5 10 1 5 1
6134 path.genes.vals surv.grps predictorRadialSVM 7 5 10 1 5 1
6135 other.genes.vals surv.grps predictorRadialSVM 7 5 10 1 5 1
6136 path.vals surv.grps predictorRadialSVM 7 5 10 1 5 1
6137 eff.and.other.genes.vals surv.grps predictorRadialSVM 7 5 10 1 5 1
6138 path.and.other.genes.vals surv.grps predictorRadialSVM 7 5 10 1 5 1
6139 eff.vals surv.grps predictorRF 7 5 10 1 5 1
6140 fun.vals surv.grps predictorRF 7 5 10 1 5 1
6141 genes.vals surv.grps predictorRF 7 5 10 1 5 1
6142 go.vals surv.grps predictorRF 7 5 10 1 5 1
6143 path.genes.vals surv.grps predictorRF 7 5 10 1 5 1
6144 other.genes.vals surv.grps predictorRF 7 5 10 1 5 1
6145 path.vals surv.grps predictorRF 7 5 10 1 5 1
6146 eff.and.other.genes.vals surv.grps predictorRF 7 5 10 1 5 1
6147 path.and.other.genes.vals surv.grps predictorRF 7 5 10 1 5 1
6148 eff.vals surv.grps predictorSparseSVM 7 5 10 1 5 1
6149 fun.vals surv.grps predictorSparseSVM 7 5 10 1 5 1
6150 genes.vals surv.grps predictorSparseSVM 7 5 10 1 5 1
6151 go.vals surv.grps predictorSparseSVM 7 5 10 1 5 1
6152 path.genes.vals surv.grps predictorSparseSVM 7 5 10 1 5 1
6153 other.genes.vals surv.grps predictorSparseSVM 7 5 10 1 5 1
6154 path.vals surv.grps predictorSparseSVM 7 5 10 1 5 1
6155 eff.and.other.genes.vals surv.grps predictorSparseSVM 7 5 10 1 5 1
6156 path.and.other.genes.vals surv.grps predictorSparseSVM 7 5 10 1 5 1
6157 eff.vals surv.grps predictorConstant 8 5 10 1 5 1
6158 fun.vals surv.grps predictorConstant 8 5 10 1 5 1
6159 genes.vals surv.grps predictorConstant 8 5 10 1 5 1
6160 go.vals surv.grps predictorConstant 8 5 10 1 5 1
6161 path.genes.vals surv.grps predictorConstant 8 5 10 1 5 1
6162 other.genes.vals surv.grps predictorConstant 8 5 10 1 5 1
6163 path.vals surv.grps predictorConstant 8 5 10 1 5 1
6164 eff.and.other.genes.vals surv.grps predictorConstant 8 5 10 1 5 1
6165 path.and.other.genes.vals surv.grps predictorConstant 8 5 10 1 5 1
6166 eff.vals surv.grps predictorGBM 8 5 10 1 5 1
6167 fun.vals surv.grps predictorGBM 8 5 10 1 5 1
6168 genes.vals surv.grps predictorGBM 8 5 10 1 5 1
6169 go.vals surv.grps predictorGBM 8 5 10 1 5 1
6170 path.genes.vals surv.grps predictorGBM 8 5 10 1 5 1
6171 other.genes.vals surv.grps predictorGBM 8 5 10 1 5 1
6172 path.vals surv.grps predictorGBM 8 5 10 1 5 1
6173 eff.and.other.genes.vals surv.grps predictorGBM 8 5 10 1 5 1
6174 path.and.other.genes.vals surv.grps predictorGBM 8 5 10 1 5 1
6175 eff.vals surv.grps predictorKendallSVM 8 5 10 1 5 1
6176 fun.vals surv.grps predictorKendallSVM 8 5 10 1 5 1
6177 genes.vals surv.grps predictorKendallSVM 8 5 10 1 5 1
6178 go.vals surv.grps predictorKendallSVM 8 5 10 1 5 1
6179 path.genes.vals surv.grps predictorKendallSVM 8 5 10 1 5 1
6180 other.genes.vals surv.grps predictorKendallSVM 8 5 10 1 5 1
6181 path.vals surv.grps predictorKendallSVM 8 5 10 1 5 1
6182 eff.and.other.genes.vals surv.grps predictorKendallSVM 8 5 10 1 5 1
6183 path.and.other.genes.vals surv.grps predictorKendallSVM 8 5 10 1 5 1
6184 eff.vals surv.grps predictorKNN 8 5 10 1 5 1
6185 fun.vals surv.grps predictorKNN 8 5 10 1 5 1
6186 genes.vals surv.grps predictorKNN 8 5 10 1 5 1
6187 go.vals surv.grps predictorKNN 8 5 10 1 5 1
6188 path.genes.vals surv.grps predictorKNN 8 5 10 1 5 1
6189 other.genes.vals surv.grps predictorKNN 8 5 10 1 5 1
6190 path.vals surv.grps predictorKNN 8 5 10 1 5 1
6191 eff.and.other.genes.vals surv.grps predictorKNN 8 5 10 1 5 1
6192 path.and.other.genes.vals surv.grps predictorKNN 8 5 10 1 5 1
6193 eff.vals surv.grps predictorLDA 8 5 10 1 5 1
6194 fun.vals surv.grps predictorLDA 8 5 10 1 5 1
6195 genes.vals surv.grps predictorLDA 8 5 10 1 5 1
6196 go.vals surv.grps predictorLDA 8 5 10 1 5 1
6197 path.genes.vals surv.grps predictorLDA 8 5 10 1 5 1
6198 other.genes.vals surv.grps predictorLDA 8 5 10 1 5 1
6199 path.vals surv.grps predictorLDA 8 5 10 1 5 1
6200 eff.and.other.genes.vals surv.grps predictorLDA 8 5 10 1 5 1
6201 path.and.other.genes.vals surv.grps predictorLDA 8 5 10 1 5 1
6202 eff.vals surv.grps predictorLinearSVM 8 5 10 1 5 1
6203 fun.vals surv.grps predictorLinearSVM 8 5 10 1 5 1
6204 genes.vals surv.grps predictorLinearSVM 8 5 10 1 5 1
6205 go.vals surv.grps predictorLinearSVM 8 5 10 1 5 1
6206 path.genes.vals surv.grps predictorLinearSVM 8 5 10 1 5 1
6207 other.genes.vals surv.grps predictorLinearSVM 8 5 10 1 5 1
6208 path.vals surv.grps predictorLinearSVM 8 5 10 1 5 1
6209 eff.and.other.genes.vals surv.grps predictorLinearSVM 8 5 10 1 5 1
6210 path.and.other.genes.vals surv.grps predictorLinearSVM 8 5 10 1 5 1
6211 eff.vals surv.grps predictorLogitLasso 8 5 10 1 5 1
6212 fun.vals surv.grps predictorLogitLasso 8 5 10 1 5 1
6213 genes.vals surv.grps predictorLogitLasso 8 5 10 1 5 1
6214 go.vals surv.grps predictorLogitLasso 8 5 10 1 5 1
6215 path.genes.vals surv.grps predictorLogitLasso 8 5 10 1 5 1
6216 other.genes.vals surv.grps predictorLogitLasso 8 5 10 1 5 1
6217 path.vals surv.grps predictorLogitLasso 8 5 10 1 5 1
6218 eff.and.other.genes.vals surv.grps predictorLogitLasso 8 5 10 1 5 1
6219 path.and.other.genes.vals surv.grps predictorLogitLasso 8 5 10 1 5 1
6220 eff.vals surv.grps predictorNB 8 5 10 1 5 1
6221 fun.vals surv.grps predictorNB 8 5 10 1 5 1
